,imdb_id,title,rating,ratingcount,certificate,genres,gross_ww,gross_domestic,budget,Aged_30_44_rat,Aged_30_44_totrat,US_users_rat,US_users_totrat,Females_rat,Females_totrat,Aged_45plus_rat,Aged_45plus_totrat,Aged_18_29_rat,Aged_18_29_totrat,Males_rat,Males_totrat,Aged_under_18_rat,Aged_under_18_totrat,Non_US_users_rat,Non_US_users_totrat
152,tt0451279,Wonder Woman,7.4,664300,PG-13,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'War']",822854286,412845172,149000000,7.3,219928,7.7,177034,7.7,81572,7.3,66889,7.5,92992,7.3,339910,7.3,406,7.2,459704
153,tt1324059,Wake Up Sid,7.6,32122,Not Rated,"['Comedy', 'Drama', 'Romance']",4278081,3111717,2000000,7.5,14266,7.6,4524,7.5,2442,7.0,901,7.8,5686,7.6,20079,7.3,10,7.6,23738
154,tt3483612,Hamari Adhuri Kahani,6.7,6351,Not Rated,"['Drama', 'Romance']",5099087,4600313,350000000.0,6.4,1948,6.6,786,7.1,596,6.1,186,7.1,1305,6.5,3261,10.0,1,6.7,4478
155,tt3040964,The Jungle Book,7.4,280327,PG,"['Adventure', 'Drama', 'Family', 'Fantasy']",967724775,364001123,175000000,7.3,115441,7.5,62615,7.5,37803,7.4,26069,7.4,40641,7.3,160147,7.1,154,7.3,199499
156,tt2359810,Raanjhanaa,7.6,33181,Not Rated,"['Drama', 'Romance']",9765799,8594038,350000000.0,7.4,13913,7.4,3920,7.0,1825,6.6,715,7.9,6382,7.6,21196,7.5,10,7.6,23056
157,tt1371111,Cloud Atlas,7.4,364957,R,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",130516424,27710000,102000000.0,7.4,190360,7.3,63537,7.5,53457,7.1,51250,7.7,38593,7.4,241125,7.9,25,7.4,263811
158,tt0470752,Ex Machina,7.7,551735,R,"['Drama', 'Sci-Fi', 'Thriller']",37394629,25442958,15000000,7.7,226457,7.9,122000,7.5,59405,7.6,62739,7.9,75275,7.7,329669,7.8,125,7.7,401089
159,tt1981115,Thor: The Dark World,6.8,689080,PG-13,"['Action', 'Adventure', 'Fantasy']",644783140,206362140,170000000,6.8,263969,6.8,158049,7.3,87121,6.8,62698,6.8,104103,6.8,381823,6.0,489,6.7,462913
160,tt0864761,The Duchess,6.9,84483,PG-13,"['Biography', 'Drama', 'History', 'Romance', 'Thriller']",43343384,13848978,13500000.0,6.8,42276,6.9,16777,7.1,36730,6.9,13300,7.0,9093,6.7,29876,7.0,7,6.8,60498
161,tt0087277,Footloose,6.6,83469,PG,"['Drama', 'Music', 'Romance']",80039064,80035402,8200000,6.5,30085,6.7,32752,6.9,21651,6.6,21008,6.7,7326,6.4,39225,6.1,24,6.5,42603
162,tt0120679,Frida,7.3,91227,R,"['Biography', 'Drama', 'Romance']",56298474,25885000,12000000,7.3,42862,7.3,18558,7.8,27121,7.3,17299,7.5,7150,7.2,42035,7.2,16,7.3,63018
163,tt0978764,Sucker Punch,6.0,244948,PG-13,"['Action', 'Adventure', 'Fantasy']",89792502,36392502,82000000,6.0,138622,6.0,54279,6.0,35865,6.1,33410,6.0,26510,6.0,168529,5.9,29,6.0,166764
164,tt1916728,Shor in the City,7.2,3837,,"['Crime', 'Drama']",804211,804211,,7.2,2429,7.2,543,7.1,162,6.7,204,7.3,424,7.2,3011,,,7.2,3005
165,tt0988045,Sherlock Holmes,7.6,640237,PG-13,"['Action', 'Adventure', 'Mystery']",524028679,209028679,90000000,7.6,314130,7.5,129132,7.7,91793,7.3,68638,7.8,87508,7.5,399256,7.6,187,7.5,449913
166,tt0089927,Rocky IV,6.8,209423,PG,"['Drama', 'Sport']",300473716,127873716,30000000.0,6.9,93283,7.0,55205,6.8,9459,6.5,32810,7.0,18335,6.8,142196,7.6,79,6.8,135024
167,tt1187043,3 Idiots,8.4,404356,PG-13,"['Comedy', 'Drama']",60262836,43264434,550000000.0,8.3,147719,8.3,47909,8.4,37335,7.4,16385,8.7,72480,8.3,221241,8.5,219,8.4,289403
168,tt0457430,Pan's Labyrinth,8.2,673982,R,"['Drama', 'Fantasy', 'War']",83862032,37646380,19000000,8.2,332268,8.4,151659,8.3,107624,8.1,82019,8.2,71676,8.2,399100,8.1,134,8.1,449547
169,tt1865505,Song of the Sea,8.0,59541,PG,"['Animation', 'Adventure', 'Drama', 'Family', 'Fantasy']",4259207,2205810,5300000.0,8.0,26574,8.1,10969,8.4,11655,7.9,5838,8.2,8702,7.9,31750,8.0,39,8.0,45318
170,tt0145487,Spider-Man,7.4,824652,PG-13,"['Action', 'Adventure', 'Sci-Fi']",825025036,407022860,139000000,7.3,336566,7.5,209948,7.2,87654,7.3,88921,7.6,106761,7.4,472541,7.8,635,7.3,520881
171,tt1596343,Fast Five,7.3,385255,PG-13,"['Action', 'Crime', 'Thriller']",626137675,209837675,125000000,7.2,191440,7.4,78509,7.6,36775,6.9,32722,7.5,59870,7.2,261900,7.6,143,7.2,264490
172,tt2140203,Wolf Children,8.1,45934,PG,"['Animation', 'Drama', 'Family', 'Fantasy']",54999779,52544777,1500000,8.0,16850,8.1,8460,8.2,8253,7.9,2989,8.3,8618,8.0,22180,8.5,32,8.0,34350
173,tt0165929,Romeo Must Die,6.1,71393,R,"['Action', 'Crime', 'Thriller']",91036760,55973336,25000000,6.1,40161,6.1,15529,6.2,5638,6.0,11610,6.2,2562,6.1,50145,6.4,6,6.1,46701
174,tt4262980,Shin Godzilla,6.8,28956,Not Rated,"['Action', 'Drama', 'Horror', 'Sci-Fi']",78053145,75403349,,6.7,10519,7.1,8632,6.8,1356,6.3,4078,7.2,3367,6.7,17951,7.8,18,6.6,19191
175,tt1300854,Iron Man 3,7.1,856776,PG-13,"['Action', 'Adventure', 'Sci-Fi']",1215577205,409013994,200000000,7.1,332743,7.2,195598,7.6,95083,7.1,79010,7.3,129987,7.1,497681,7.2,544,7.1,557099
176,tt0449059,Little Miss Sunshine,7.8,487254,R,"['Comedy', 'Drama']",101058954,59891098,8000000,7.8,251060,7.9,129204,8.0,99543,7.7,63156,7.9,49669,7.8,275050,8.0,135,7.8,315003
177,tt2126355,San Andreas,6.1,241653,PG-13,"['Action', 'Adventure', 'Thriller']",474009154,155190832,110000000,6.0,95082,6.2,53410,6.5,28153,6.1,34066,6.2,29887,6.0,143226,6.3,127,6.0,171094
178,tt1210166,Moneyball,7.6,429682,PG-13,"['Biography', 'Drama', 'Sport']",110206216,75605492,50000000,7.6,207611,7.8,111555,7.3,42234,7.5,51671,7.8,48587,7.6,280874,7.7,107,7.5,286310
179,tt1231580,Alvin and the Chipmunks: The Squeakquel,4.5,50530,PG,"['Animation', 'Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Music', 'Musical']",443140005,219614612,75000000,4.4,18837,4.3,13243,5.3,9247,4.5,4799,4.5,10316,4.3,26393,5.0,84,4.5,33347
180,tt5013056,Dunkirk,7.8,667777,PG-13,"['Action', 'Drama', 'History', 'Thriller', 'War']",527016307,189740665,100000000,7.8,223109,7.9,140384,7.9,60680,7.6,61603,8.1,102251,7.8,364255,7.7,420,7.8,505846
181,tt5165344,Rustom,7.0,27170,Not Rated,"['Crime', 'Drama', 'Thriller']",1658594,1087419,,6.8,7530,7.1,3925,6.8,998,6.5,679,7.2,4687,6.9,14207,7.2,18,7.0,19136
182,tt4191054,Strange Magic,5.7,11513,PG,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Romance']",13603453,12429583,22000000,5.6,4377,5.6,3644,6.3,3349,5.9,2093,5.7,1244,5.4,4977,4.0,9,5.7,6729
183,tt1645131,Romeo & Juliet,5.8,12131,PG-13,"['Drama', 'Romance']",2966268,1162635,,5.5,4322,5.8,3145,6.0,5132,5.8,1349,6.0,2661,5.5,3740,6.5,4,5.7,7643
184,tt2119532,Hacksaw Ridge,8.1,534005,R,"['Biography', 'Drama', 'History', 'War']",180563636,67209615,40000000,8.0,173208,8.2,108925,8.3,47924,7.9,48033,8.3,84304,8.0,288261,8.4,289,8.1,399053
185,tt2195548,Prince Avalanche,6.3,20309,R,"['Comedy', 'Drama']",442313,205139,725000.0,6.3,11679,6.4,5972,6.2,2749,6.0,3219,6.7,1754,6.3,14389,9.0,1,6.3,13450
186,tt0974015,Justice League,6.1,456990,PG-13,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",657926987,229024295,300000000.0,6.1,153216,6.1,114987,6.5,38903,6.4,42151,5.9,66424,6.1,254447,5.1,296,6.1,325309
187,tt2543164,Arrival,7.9,703799,PG-13,"['Drama', 'Mystery', 'Sci-Fi']",203388186,100546139,47000000,7.9,258723,8.0,154815,7.9,78631,7.6,74396,8.2,95792,7.9,387391,8.1,307,7.9,522560
188,tt0319262,The Day After Tomorrow,6.4,454289,PG-13,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",552639571,186740799,125000000,6.4,221361,6.3,102099,6.8,59372,6.4,61576,6.6,47631,6.4,285127,6.7,83,6.5,305279
189,tt2402927,Carol,7.2,132517,R,"['Drama', 'Romance']",40272135,12711491,11800000.0,7.1,51405,7.4,26840,7.3,33490,7.1,17580,7.6,19728,7.2,59933,7.9,53,7.2,99468
190,tt0332280,The Notebook,7.8,579030,PG-13,"['Drama', 'Romance']",118230644,81417274,29000000,7.8,272905,7.7,127835,8.2,182688,7.7,49247,7.8,82425,7.6,240847,7.5,152,7.8,383969
191,tt1731141,Ender's Game,6.6,243591,PG-13,"['Action', 'Adventure', 'Sci-Fi']",125544024,61737191,110000000,6.6,114090,6.7,57587,6.8,28766,6.5,38996,6.7,25871,6.5,161525,6.9,39,6.5,163778
192,tt1791528,Inherent Vice,6.6,106237,R,"['Comedy', 'Crime', 'Drama', 'Mystery', 'Romance']",14710975,8110975,20000000.0,6.6,48598,6.7,28572,6.3,9798,6.2,15768,7.1,13350,6.6,71289,7.0,16,6.6,73272
193,tt0317919,Mission: Impossible III,6.9,361394,PG-13,"['Action', 'Adventure', 'Thriller']",398479497,134029801,150000000,6.9,175569,7.1,85373,6.8,28337,6.8,50534,7.1,36478,6.9,246275,7.0,121,6.9,244197
194,tt3397884,Sicario,7.6,436746,R,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",84997446,46889293,30000000,7.6,178951,7.9,97583,7.3,32679,7.6,52675,7.7,54057,7.7,273746,7.8,101,7.6,321876
195,tt5946128,Dear Zindagi,7.4,40943,Not Rated,"['Drama', 'Romance']",12468188,9268607,42000000,7.1,10695,7.4,6993,7.5,3286,6.6,995,7.8,9026,7.3,20531,6.7,12,7.4,27580
196,tt2356180,Bhaag Milkha Bhaag,8.2,69126,Not Rated,"['Biography', 'Drama', 'Sport']",17551296,15225379,410000000.0,8.0,25893,8.1,8301,7.9,2834,7.0,1849,8.5,13568,8.2,42859,8.0,22,8.1,47010
197,tt0450259,Blood Diamond,8.0,555714,R,"['Adventure', 'Drama', 'Thriller']",171720398,57377916,100000000,8.0,283505,7.9,107161,8.1,61753,7.7,58313,8.2,62872,8.0,360069,8.0,98,8.0,397820
198,tt1637706,Our Idiot Brother,6.4,88875,R,"['Comedy', 'Drama']",25804448,24816118,5000000,6.4,53855,6.5,30406,6.4,17541,6.3,13016,6.5,7192,6.4,58300,5.7,3,6.4,51568
199,tt5074352,Dangal,8.3,193928,Not Rated,"['Action', 'Biography', 'Drama', 'Sport']",303723636,193050870,700000000.0,8.3,55725,8.3,28670,8.4,13703,7.7,7782,8.5,32116,8.3,97064,8.1,140,8.3,145672
